Generated by pymatgen.io.lammps.data.LammpsData

24948  atoms

    1  atom types

0.000000 54.504395  xlo xhi
0.000000 63.033596  ylo yhi
0.000000 104.937693  zlo zhi
1.432581 0.000000 0.000000  xy xz yz

Masses

1  55.85

Atoms

18052  1  3.739118 21.619997 68.611476
5677   1  1.281529 21.614346 72.666245
11903  1  2.857861 19.287305 72.664481
13993  1  2.062944 20.452739 70.637631
18151  1  3.759001 21.614346 72.666245
14092  1  2.066657 20.451483 74.693201
5776   1  1.273840 21.615757 76.722674
12002  1  2.846061 19.290350 76.721041
14191  1  2.043105 20.456985 78.751639
18250  1  3.751312 21.615756 76.722674
5875   1  1.237322 21.623594 80.782989
12101  1  2.807508 19.298368 80.780151
14290  1  1.990366 20.466165 82.813122
18349  1  3.714795 21.623594 80.782989
5974   1  1.167686 21.633241 84.847028
12200  1  2.740332 19.304537 84.839604
14389  1  1.904762 20.469111 86.873677
18448  1  3.645159 21.633241 84.847027
6073   1  1.058096 21.630172 88.907441
12299  1  2.639978 19.294336 88.894415
14488  1  1.778904 20.446116 90.926112
18547  1  3.535569 21.630171 88.907441
2015   1  4.256377 20.446116 90.926112
6172   1  0.897677 21.587712 92.955576
12398  1  2.501077 19.250907 92.941747
18646  1  3.375150 21.587711 92.955576
2113   1  1.548316 23.864910 12.066599
6271   1  3.300636 25.050129 10.052158
14587  1  4.025788 23.864909 12.066598
20824  1  2.467522 22.719022 10.044645
22903  1  2.336472 26.205464 12.063357
18755  1  0.823164 25.050129 10.052158
2212   1  1.421635 23.861351 16.093895
6370   1  3.112720 25.033010 14.077662
14686  1  3.899108 23.861351 16.093895
20923  1  2.306479 22.688917 14.081033
23002  1  2.220037 26.211724 16.083116
18854  1  0.635248 25.033010 14.077662
2311   1  1.356106 23.866970 20.124550
6469   1  3.027477 25.039206 18.104026
14785  1  3.833578 23.866969 20.124550
21022  1  2.213133 22.689761 18.111057
23101  1  2.171738 26.216667 20.118229
18953  1  0.550004 25.039206 18.104026
2410   1  1.324256 23.871673 24.162179
6568   1  2.987075 25.044020 22.140233
14884  1  3.801728 23.871672 24.162178
21121  1  2.162633 22.695099 22.144998
23200  1  2.149051 26.220341 24.158230
2509   1  1.313412 23.875398 28.203467
